Store,Storeid,Suburb,State,Postcode,RANK,Banner,Group,,,,,,,,,,,
KOH'S MARKET PLACE,5969,SPRINGVALE SOUTH,VIC ,3172,1468,Foodworks,NICHOLAS KOH,,,,,,,,,,,
FOODWORKS ST ALBANS,12348,ST ALBANS,VIC ,3021,1677,Foodworks,,,,,,,,,,,,
IGA L ST ALBANS,5012,ST ALBANS,VIC ,3021,759,IGA Large,LAY BROTHERS,,,,,,,,,,,
IGA M + LIQUOR ST ARNAUD (WEIRS),13697,ST ARNAUD,VIC ,3478,186,IGA Medium,WEIR,,,,,,,,,,,
IGA LOCAL GROCER ST KILDA ROAD,10894,ST KILDA,VIC ,3182,1476,IGA Local Grocer,,,,,,,,,,,,
IGA M ST LEONARDS PLUS LIQUOR,53307,ST LEONARDS,VIC ,3223,460,IGA Medium,CHAMPIONS,,,,,,,,,,,
FGRC STANHOPE,1655,STANHOPE,VIC ,3623,1853,Friendly Grocer,-,,,,,,,,,,,
IGA M  STAWELL (RITCHIES),4155,STAWELL,VIC ,3380,226,IGA Medium,RITCHIES,,,,,,,,,,,
CAMPUS & CO. STAWELL,288842,STAWELL,VIC ,3380,2201,Foodworks,-,,,,,,,,,,,
IGA M STRATFORD PLUS LIQUOR,17835,STRATFORD,VIC ,3862,856,IGA Medium,SAJU,,,,,,,,,,,
IGA L STONEMANS VILLAGE PLUS LIQUOR,20887,STRATHDALE,VIC ,3550,299,IGA Large,,,,,,,,,,,,
IGA L STRATHFIELDSAYE CHAMPIONS,33283,STRATHFIELDSAYE,VIC ,3551,87,IGA Large,CHAMPIONS,,,,,,,,,,,
IGA LOCAL GRCOER MASCOMA,24450,STRATHMORE,VIC ,3041,1416,IGA Local Grocer,,,,,,,,,,,,
IGA LOCAL GROCER STRATHMORE,1025,STRATHMORE,VIC ,3041,1273,IGA Local Grocer,HITESH,,,,,,,,,,,
IGA M STUDFIELD PLUS LIQUOR,6036,STUDFIELD,VIC ,3152,1102,IGA Medium,ROBERT LIE,,,,,,,,,,,
FWKS JACKSONS HILL,220147,SUNBURY,VIC ,3429,1766,Foodworks,JASVIR SINGH,,,,,,,,,,,
IGA L MORGANS SUNBURY,20428,SUNBURY,VIC ,3429,548,IGA Large,MORGANS,,,,,,,,,,,
FOODWORKS ON MELBA SUNBURY PLUS LIQUOR,35961,SUNBURY,VIC ,3429,1499,Foodworks,SAWAN,,,,,,,,,,,
CAMPUS & CO SUNBURY (FWKS,259171,SUNBURY,VIC ,3429,2121,Foodworks,,,,,,,,,,,,
IGA LOCAL GROCER FURLONG RD,39090,SUNSHINE NORTH,VIC ,3020,1426,IGA Local Grocer,-,,,,,,,,,,,
IGA LOCAL GROCER SUNSHINE NORTH,203593,SUNSHINE NORTH,VIC ,3020,1854,IGA Local Grocer,,,,,,,,,,,,
IGA M SUNSHINE WEST PLUS LIQUOR,21041,SUNSHINE WEST,VIC ,3020,1185,IGA Medium,,,,,,,,,,,,
CAMPUS AND CO SWAN HILL,256303,SWAN HILL,VIC ,3585,2123,Foodworks,,,,,,,,,,,,
VILLAGE GROCER SWIFTS CREEK,21851,SWIFTS CREEK,VIC ,3896,1607,Independents Other,,,,,,,,,,,,
IGA M TALLANGATTA PLUS LIQUOR,8468,TALLANGATTA,VIC ,3700,678,IGA Medium,,,,,,,,,,,,
T-GARDENS FINE FOODS FGRC,289210,TARNEIT,VIC ,3029,2095,Friendly Grocer,-,,,,,,,,,,,
IGA M TARWIN LOWER PLUS LIQUOR,11914,TARWIN LOWER,VIC ,3956,861,IGA Medium,GBD,,,,,,,,,,,
IGA M R/FISHERS TATURA,12272,TATURA,VIC ,3616,71,IGA Large,RITCHIES,,,,,,,,,,,
FOODWORKS REDDROPS TATURA,1458,TATURA,VIC ,3616,1344,Foodworks,REDDROPS,,,,,,,,,,,
IGA M TEMPLESTOWE,166,TEMPLESTOWE,VIC ,3106,741,IGA Medium,ROBERT LIE,,,,,,,,,,,
IGA M TERANG,9754,TERANG,VIC ,3264,259,IGA Medium,,,,,,,,,,,,
IGA LOCAL GROCER TERANG,17778,TERANG,VIC ,3264,1900,IGA Local Grocer,,,,,,,,,,,,
IGA M MERCATO PLUS LIQUOR,7625,THOMASTOWN,VIC ,3074,1894,IGA Medium,KRISHNA GANUGAPATI,,,,,,,,,,,
DMART PLUS LIQUOR FWLS,17896,THOMASTOWN,VIC ,3074,2186,Foodworks,-,,,,,,,,,,,
IGA L THOMASTOWN,3769,THOMASTOWN,VIC ,3074,305,IGA Large,ROBERT LIE,,,,,,,,,,,
FOODWORKS THOMASTOWN,4052,THOMASTOWN,VIC ,3074,2052,Foodworks,,,,,,,,,,,,
FWKS THORNBURY,18254,THORNBURY,VIC ,3071,1233,Foodworks,TAIMI,,,,,,,,,,,
IGA LOCAL GROCER THORNBURY PLUS LIQUOR,3799,THORNBURY,VIC ,3071,1383,IGA Local Grocer,,,,,,,,,,,,
FGRC THORNHILL PARK,250251,THORNHILL PARK,VIC ,3335,1271,Foodworks,kamarelddin,,,,,,,,,,,
IGA M RITCHIES TIMBOON,7354,TIMBOON,VIC ,3268,447,IGA Medium,RITCHIES,,,,,,,,,,,
IGA LG TONGALA PLUS LIQUOR,10312,TONGALA,VIC ,3621,1114,IGA Local Grocer,-,,,,,,,,,,,
FOODWORKS TOORA,17997,TOORA,VIC ,3962,1151,Foodworks,NARAYAN,,,,,,,,,,,
FWKS TOORADIN,32439,TOORADIN,VIC ,3980,896,Foodworks,JON HEWITT,,,,,,,,,,,
IGA TOORAK ROAD PLUS LIQUOR,52520,TOORAK,VIC ,3142,894,IGA Medium,ROBERT TSERIOTI,,,,,,,,,,,
IGA M RYANS TORQUAY PLUS LIQUOR,19428,TORQUAY,VIC ,3228,597,IGA Medium,RYANS,,,,,,,,,,,
IGA RITCHIES TOWER HILL,21790,TOWER HILL,VIC ,3283,21,IGA Large,RITCHIES,,,,,,,,,,,
IGA M TRAFALGAR,19124,TRAFALGAR,VIC ,3824,254,IGA Medium,ROBERT LIE,,,,,,,,,,,
FOODWORKS PLUS LIQUOR HYLAND ST TRARALGON,4627,TRARALGON,VIC ,3844,1240,Foodworks,KENNETTY,,,,,,,,,,,
FOODWORKS PLUS LIQUOR TRARALGON,17380,TRARALGON,VIC ,3844,1150,Foodworks,KENNETTY,,,,,,,,,,,
FRIENDLY GROCER WEST END TRARALGON,8371,TRARALGON,VIC ,3844,1845,Friendly Grocer,,,,,,,,,,,,
IGA M TRAVANCORE PLUS LIQ,53209,TRAVANCORE,VIC ,3032,837,IGA Medium,,,,,,,,,,,,
TRENTHAM COUNTRY GROCERS (FWKS),10132,TRENTHAM,VIC ,3458,944,Foodworks,WAYNE HALL,,,,,,,,,,,
IGA LOCAL GROCER TYABB,2866,TYABB,VIC ,3913,1647,IGA Local Grocer,,,,,,,,,,,,
IGA M UPWEY PLUS LIQUOR,17234,UPWEY,VIC ,3158,881,IGA Medium,ROBERT LIE,,,,,,,,,,,
VENUS BAY GENERAL STORE (FWKS),257854,VENUS BAY,VIC ,3956,2205,Foodworks,,,,,,,,,,,,
FRIENDLY GROCER VIOLET TOWN,40175,VIOLET TOWN,VIC ,3669,2204,Friendly Grocer,,,,,,,,,,,,
VILLAGE GROCER WANDIN NTH,13790,WANDIN NORTH,VIC ,3139,1793,Independents Other,,,,,,,,,,,,
IGA M WANDONG PLUS LIQUOR,41746,WANDONG,VIC ,3758,1031,IGA Medium,HITESH,,,,,,,,,,,
APCO WANGARATTA VLG GRCR,227129,WANGARATTA,VIC ,3676,1788,Independents Other,APCO,,,,,,,,,,,
IGA M RITCHIES WANTIRNA PLUS CBN,7874,WANTIRNA,VIC ,3152,528,IGA Medium,RITCHIES,,,,,,,,,,,
FOODWORKS WANTIRNA SOUTH,2690,WANTIRNA SOUTH,VIC ,3152,1482,Foodworks,,,,,,,,,,,,
IGA M WARBURTON PLUS LIQUOR,9646,WARBURTON,VIC ,3799,782,IGA Medium,,,,,,,,,,,,
IGA M  WARRACKNABEAL (FISHERS),3808,WARRACKNABEAL,VIC ,3393,176,IGA Medium,RITCHIES,,,,,,,,,,,
FWKS WARRACKNABEAL,2329,WARRACKNABEAL,VIC ,3393,1440,Foodworks,,,,,,,,,,,,
IGA M VICTORY WARRANDYTE,12734,WARRANDYTE,VIC ,3113,340,IGA Medium,,,,,,,,,,,,
IGA L WARRNAMBOOL,8960,WARRNAMBOOL,VIC ,3280,215,IGA Large,ROBERT LIE,,,,,,,,,,,
FGRC WARRNAMBOOL,20413,WARRNAMBOOL,VIC ,3280,1987,Friendly Grocer,-,,,,,,,,,,,
IGA M ANDRES WATSONIA,20287,WATSONIA,VIC ,3087,786,IGA Medium,ROBERT LIE,,,,,,,,,,,
FOODWORKS RANDALLS WEDDERBURN,13285,WEDDERBURN,VIC ,3518,781,Foodworks,,,,,,,,,,,,
IGA M RITCHIES WENTWORTH,20812,WENTWORTH,VIC ,3875,450,IGA Medium,RITCHIES,,,,,,,,,,,
IGA L WERRIBEE,32581,WERRIBEE,VIC ,3030,235,IGA Large,REDDROPS,,,,,,,,,,,
CAMPUS & CO WERRIBEE (FWK,246744,WERRIBEE,VIC ,3030,2151,Foodworks,,,,,,,,,,,,
FOODWORKS WERRIBEE,196864,WERRIBEE,VIC ,3030,2079,Foodworks,,,,,,,,,,,,
FWKS WERRIBEE COTTRELL ST,19951,WERRIBEE,VIC ,3030,1149,Foodworks,DAVID ROFAEIL,,,,,,,,,,,
IGA L WEST FOOTSCRAY,14010,WEST FOOTSCRAY,VIC ,3012,290,IGA Large,SCHROEDER,,,,,,,,,,,
IGA L WEST FOOTSCRAY,14010,WEST FOOTSCRAY,VIC ,3012,290,IGA Large,SCHROEDER,,,,,,,,,,,
FWKS WEST MELBOURNE,183226,WEST MELBOURNE,VIC ,3003,1676,Foodworks,,,,,,,,,,,,
IGA M WESTMEADOWS (CLAUDIOS),21215,WESTMEADOWS,VIC ,3049,898,IGA Medium,,,,,,,,,,,,
IGA L CHAMPIONS WHITTLESEA,39268,WHITTLESEA,VIC ,3757,37,IGA Large,CHAMPIONS,,,,,,,,,,,
FGRC WILLAURA SMKT,12682,WILLAURA,VIC ,3379,1945,Friendly Grocer,,,,,,,,,,,,
IGA M WINCHELSEA PLUS LIQUOR,10631,WINCHELSEA,VIC ,3241,686,IGA Medium,,,,,,,,,,,,
FOODWORKS WINDSOR,970,WINDSOR,VIC ,3181,1561,Foodworks,REDDROPS,,,,,,,,,,,
IGA LOCAL GROCER WINDSOR PLUS LIQUOR,275016,WINDSOR,VIC ,3181,1278,IGA Local Grocer,ROBERT TSERIOTI,,,,,,,,,,,
FRIENDLY GROCER ARNOLDS FRUIT MARKET,183451,WODONGA,VIC ,3689,1466,Friendly Grocer,,,,,,,,,,,,
APCO WODONGA VILLAGE GRCR,98378,WODONGA,VIC ,3689,1087,Independents Other,APCO,,,,,,,,,,,
THE LOCAL GROCER WOLLERT,245865,WOLLERT,VIC ,3750,1816,IGA Local Grocer,,,,,,,,,,,,
IGA LOCAL GROCER WONGA PARK,126314,WONGA PARK,VIC ,3115,1729,IGA Local Grocer,-,,,,,,,,,,,
IGA M RITCHIES WONTHAGGI,5765,WONTHAGGI,VIC ,3995,546,IGA Medium,RITCHIES,,,,,,,,,,,
IGA M WOODEND PLUS LIQUOR RITCHIES,4298,WOODEND,VIC ,3442,487,IGA Medium,RITCHIES,,,,,,,,,,,
FOODWORKS WOORI YALLOCK,5331,WOORI YALLOCK,VIC ,3139,1239,Foodworks,,,,,,,,,,,,
IGA M WYCHEPROOF,10569,WYCHEPROOF,VIC ,3527,1047,IGA Medium,HARRISON NGUYEN,,,,,,,,,,,
WYE RIVER GROCER (FWKS),226814,WYE RIVER,VIC ,3234,2020,Foodworks,REDDROPS,,,,,,,,,,,
IGA  JUBILEE,227615,WYNDHAM VALE,VIC ,3024,1010,IGA Medium,BRIAN SEOUD,,,,,,,,,,,
IGA M WYNDHAM VALE PLUS LIQUOR,53342,WYNDHAM VALE,VIC ,3024,1046,IGA Medium,-,,,,,,,,,,,
FWK COUNTRY GRCRS YACKANDANDAH,4536,YACKANDANDAH,VIC ,3749,723,Foodworks,MT BEAUTY,,,,,,,,,,,
FWKS YALLOURN NORTH,41230,YALLOURN NORTH,VIC ,3825,1493,Foodworks,JON HEWITT,,,,,,,,,,,
FOODWORKS YANAKIE,22344,YANAKIE,VIC ,3960,1655,Foodworks,,,,,,,,,,,,
IGA L  YARRA GLEN (RITCHIES),43188,YARRA GLEN,VIC ,3775,158,IGA Large,RITCHIES,,,,,,,,,,,
YARRAGON VILLAGE SMKT FWK,280724,YARRAGON,VIC ,3823,1004,Foodworks,-,,,,,,,,,,,
FGRC YARRAM,9171,YARRAM,VIC ,3971,1664,Friendly Grocer,,,,,,,,,,,,
IGA M YARRAVILLE PLUS LIQUOR,3469,YARRAVILLE,VIC ,3013,957,IGA Medium,ROBERT LIE,,,,,,,,,,,
IGA M RITCHIES YARRAWONGA,4793,YARRAWONGA,VIC ,3730,193,IGA Medium,RITCHIES,,,,,,,,,,,
FOODWORKS REDDROPS YEA,2271,YEA,VIC ,3717,519,Foodworks,REDDROPS,,,,,,,,,,,
IGA M ALBANY,48214,ALBANY,WA,6330,218,IGA Medium,STEVE LIONETTI,,,,,,,,,,,
IGA L NORTH ROAD,48061,ALBANY,WA,6330,736,IGA Large,NITENDRA RAJ,,,,,,,,,,,
IGA M ALKIMOS FRESH,180238,ALKIMOS,WA,6038,241,IGA Medium,SINGH GROUP (WA),,,,,,,,,,,
GOOD GROCER CANNING BR WA,299059,APPLECROSS,WA,6153,2185,IGA Medium,GREG BRINDLE,,,,,,,,,,,
IGA M CANNING BRIDGE PLUS LIQUOR,19851,APPLECROSS,WA,6153,642,IGA Medium,GREG BRINDLE,,,,,,,,,,,
IGA M CANNING VALE + CBN,48144,APPLECROSS,WA,6153,363,IGA Medium,ROB HALVERSON,,,,,,,,,,,
IGA LOCAL GROCER ARMADALE,51402,ARMADALE,WA,6112,1342,IGA Local Grocer,KAMALESH GROUP,,,,,,,,,,,
FARMER JACKS ASHBY,176566,ASHBY,WA,6065,398,Foodworks,FRED FAIRTHORNE,,,,,,,,,,,
IGA LOCAL GROCER ASHFIELD,48240,ASHFIELD,WA,6054,1147,IGA Local Grocer,,,,,,,,,,,,
IGA M ATWELL FRESH,50473,ATWELL,WA,6164,390,IGA Medium,SHAH GROUP (WA),,,,,,,,,,,
IGA LOCAL GROCER AUBIN GROVE,52556,AUBIN GROVE,WA,6164,1247,IGA Local Grocer,,,,,,,,,,,,
VILLAGE GROCER  AUGUSTA,48266,AUGUSTA,WA,6290,681,Independents Other,SILVESTRI,,,,,,,,,,,
IGA M BALDIVIS (TUART RIDGE),84742,BALDIVIS,WA,6171,97,IGA Medium,ROB HALVERSON,,,,,,,,,,,
IGA M BALGA,48102,BALGA,WA,6061,789,IGA Medium,,,,,,,,,,,,
IGA L BALLAJURA CITY,48134,BALLAJURA,WA,6066,693,IGA Large,,,,,,,,,,,,
IGA M THE MARKET PLACE BALLAJURA,48274,BALLAJURA,WA,6066,665,IGA Medium,RICE GROUP,,,,,,,,,,,
IGA LOCAL GROCER BAYSWATER,48262,BAYSWATER,WA,6053,1519,IGA Local Grocer,,,,,,,,,,,,
IGA M BECKENHAM,6008,BECKENHAM,WA,6107,672,IGA Medium,LOO,,,,,,,,,,,
IGA M BEDFORD,48097,BEDFORD,WA,6052,1105,IGA Medium,,,,,,,,,,,,
IGA M BEECHBORO,48077,BEECHBORO,WA,6063,933,IGA Medium,,,,,,,,,,,,
IGA M BEELIAR,48272,BEELIAR,WA,6164,727,IGA Medium,,,,,,,,,,,,
IGA L ALL FOODS MARKET  BELMONT,48277,BELMONT,WA,6104,108,IGA Large,JACK GRANT,,,,,,,,,,,
IGA M BENTLEY,48086,BENTLEY,WA,6102,860,IGA Medium,RWONG,,,,,,,,,,,
IGA M CURTIN UNI (TUCKER FRESH),83459,BENTLEY,WA,6102,1139,IGA Medium,SHAH GROUP (WA),,,,,,,,,,,
BERTRAM IGA,52564,BERTRAM,WA,6167,417,IGA Medium,,,,,,,,,,,,
IGA LOCAL GROCER PLUS TBO BEVERLEY,3784,BEVERLEY,WA,6304,964,IGA Local Grocer,,,,,,,,,,,,
IGA LOCAL GROCER PLUS BM BIBRA LAKE,48323,BIBRA LAKE,WA,6163,1331,IGA Local Grocer,,,,,,,,,,,,
IGA M BINDOON,48093,BINDOON,WA,6502,708,IGA Medium,RAJ GROUP,,,,,,,,,,,
VILLAGE GROCER BINNINGUP + TBO,5748,BINNINGUP,WA,6233,1785,Independents Other,-,,,,,,,,,,,
IGA M BODDINGTON PLUS CBN,48238,BODDINGTON,WA,6390,739,IGA Medium,jay patel group,,,,,,,,,,,
IGA LOCAL GROCER BOYANUP,133133,BOYANUP,WA,6237,2016,IGA Local Grocer,-,,,,,,,,,,,
IGA M BOYUP BROOK + TBO,48208,BOYUP BROOK,WA,6244,666,IGA Medium,,,,,,,,,,,,
FOODWORKS BLACKWOOD FRESH,52899,BRIDGETOWN,WA,6255,1706,Foodworks,,,,,,,,,,,,
IGA M THE STABLES (BRIDGETOWN),48204,BRIDGETOWN,WA,6255,159,IGA Medium,MAURICE OWEN,,,,,,,,,,,
IGA LOCAL GROCER BROOKTON SUPERMARKET,50849,BROOKTON,WA,6306,1115,IGA Local Grocer,GAVIN PEPPER,,,,,,,,,,,
UNITED QUICKSTOP BROOME,48106,BROOME,WA,6725,1459,IGA Local Grocer,,,,,,,,,,,,
FWKS BRUCE ROCK SUPERMARKET & HARDWARE,50508,BRUCE ROCK,WA,6418,1231,Foodworks,,,,,,,,,,,,
VILLAGE GROCER BRUNSWICK,50864,BRUNSWICK,WA,6224,1915,Independents Other,,,,,,,,,,,,
IGA LOCAL GROCER BULLCREEK,51309,BULL CREEK,WA,6149,1244,IGA Local Grocer,SUMI SHARMA,,,,,,,,,,,
IGA M BULLSBROOK,48317,BULLSBROOK,WA,6084,718,IGA Medium,RAJ GROUP,,,,,,,,,,,
IGA LOCAL GROCER BUNBURY,48645,BUNBURY,WA,6230,932,IGA Local Grocer,,,,,,,,,,,,
IGA LOCAL GROCER BUSSELTON FRESH,48217,BUSSELTON,WA,6280,795,IGA Local Grocer,,,,,,,,,,,,
FARMER JACKS BUTLER,99928,BUTLER,WA,6036,420,Foodworks,FRED FAIRTHORNE,,,,,,,,,,,
LAKESIDE FRESH M IGA,181627,BYFORD,WA,6122,421,IGA Medium,VINCENT PHAM,,,,,,,,,,,
IGA M NICHOLSON RD,85074,CANNING VALE,WA,6155,769,IGA Medium,SHAH GROUP (WA),,,,,,,,,,,
IGA M CAPEL FRESH,8906,CAPEL,WA,6271,628,IGA Medium,,,,,,,,,,,,
IGA M CARINE,48131,CARINE,WA,6020,81,IGA Medium,SHAH GROUP (WA),,,,,,,,,,,
FWKS CARNAMAH,48065,CARNAMAH,WA,6517,1520,Foodworks,,,,,,,,,,,,
IGA M CARNARVON,48300,CARNARVON,WA,6701,802,IGA Medium,,,,,,,,,,,,
IGA M THE BOULEVARD,48235,CITY BEACH,WA,6015,810,IGA Medium,GREG BRINDLE,,,,,,,,,,,
IGA M FOODIES MARKET CLAREMONT,221008,CLAREMONT,WA,6010,361,IGA Medium,INDERJIT SINGH GROUP,,,,,,,,,,,
FARMER JACKS CLAREMONT,50827,CLAREMONT,WA,6010,676,Foodworks,FRED FAIRTHORNE,,,,,,,,,,,
FARMER JACKS COMO,84769,COMO,WA,6152,512,Foodworks,FRED FAIRTHORNE,,,,,,,,,,,
IGA M PRESTON STREET,8443,COMO,WA,6142,329,IGA Medium,,,,,,,,,,,,
IGA LOCAL GORCER MORANS STORE COOLGARDIE,10128,COOLGARDIE,WA,6429,1257,IGA Local Grocer,,,,,,,,,,,,
IGA L COOLOONGUP,48278,COOLOONGUP,WA,6168,339,IGA Large,JACK GRANT,,,,,,,,,,,
FAMILY SHOPPING CENTRE COOROW,52118,COOROW,WA,6515,1768,Independents Other,,,,,,,,,,,,
FOODWORKS CORAL BAY,51372,CORAL BAY,WA,6701,1291,Foodworks,,,,,,,,,,,,
IGA M COTTESLOE,48327,COTTESLOE,WA,6011,834,IGA Medium,,,,,,,,,,,,
IGA M CRAIGIE,48285,CRAIGIE,WA,6025,524,IGA Medium,JACK GRANT,,,,,,,,,,,
IGA VILLAGE GROCER THE UNI,205607,CRAWLEY,WA,6009,1521,Independents Other,SHAH GROUP (WA),,,,,,,,,,,
IGA M CUNDERDIN PLUS CBN,48079,CUNDERDIN,WA,6407,1041,IGA Medium,,,,,,,,,,,,
FARMER JACKS CURRAMBINE,83550,CURRAMBINE,WA,6028,577,Foodworks,FRED FAIRTHORNE,,,,,,,,,,,
IGA LG TUCKER FRESH DALKEITH,48242,DALKEITH,WA,6009,1026,IGA Local Grocer,SHAH GROUP,,,,,,,,,,,
ALLIANCE PLUS DALWALLINU,249991,DALWALLINU,WA,6609,1681,Foodworks,,,,,,,,,,,,
FOODWORKS + TBO DALWALLINU,48247,DALWALLINU,WA,6609,867,Foodworks,JOHN MINTY,,,,,,,,,,,
IGA M DARCH,52411,DARCH,WA,6065,279,IGA Medium,RAJ GROUP,,,,,,,,,,,
IGA M DAWESVILLE PLUS CBN,84279,DAWESVILLE,WA,6210,1214,IGA Medium,-,,,,,,,,,,,
IGA LOCAL GROCER DENHAM,48269,DENHAM,WA,6537,783,IGA Local Grocer,SAJI JOSEPH,,,,,,,,,,,
IGA LOCAL GROCER DENMARK,50541,DENMARK,WA,6333,1289,IGA Local Grocer,,,,,,,,,,,,
IGA L DENMARK,48122,DENMARK,WA,6333,62,IGA Large,RAJ GROUP,,,,,,,,,,,
IGA M DERBY,44803,DERBY,WA,6728,674,IGA Medium,,,,,,,,,,,,
IGA M DONGARA AND TBO,48067,DONGARA,WA,6525,131,IGA Medium,,,,,,,,,,,,
IGA M DONNYBROOK FRESH,48100,DONNYBROOK,WA,6239,111,IGA Medium,,,,,,,,,,,,
IGA M DOUBLEVIEW,48221,DOUBLEVIEW,WA,6018,611,IGA Medium,,,,,,,,,,,,
IGA LOCAL GROCER SACKVILLE,265262,DOUBLEVIEW,WA,6018,970,IGA Local Grocer,TONY JARDIM,,,,,,,,,,,
FOODWORKS DUMBLEYUNG,51362,DUMBLEYUNG,WA,6350,1811,Foodworks,,,,,,,,,,,,
IGA M DUNCRAIG FRESH,48124,DUNCRAIG,WA,6023,274,IGA Medium,INDERJIT SINGH GROUP,,,,,,,,,,,
IGA M DUNSBOROUGH,48287,DUNSBOROUGH,WA,6281,1337,IGA Medium,SGAMBELURI,,,,,,,,,,,
IGA  M EAST FREMANTLE,51912,EAST FREMANTLE,WA,6158,692,IGA Medium,GREG BRINDLE,,,,,,,,,,,
IGA LOCAL GROCER EAST PERTH,48108,EAST PERTH,WA,6004,863,IGA Local Grocer,,,,,,,,,,,,
IGA LANGLEY PARK FOODIES MKT,251695,EAST PERTH,WA,6004,535,IGA Medium,SINGH GROUP (WA),,,,,,,,,,,
IGA M EAST VICTORIA PARK,48264,EAST VICTORIA PARK,WA,6101,989,IGA Medium,,,,,,,,,,,,
IGA LOCAL GROCER EDGEWATER,48310,EDGEWATER,WA,6027,1007,IGA Local Grocer,,,,,,,,,,,,
IGA M ELLENBROOK,50211,ELLENBROOK,WA,6069,559,IGA Medium,HEPTINSTALL,,,,,,,,,,,
IGA LOCAL GROCER ESPERANCE,48255,ESPERANCE,WA,6450,892,IGA Local Grocer,-,,,,,,,,,,,
IGA M ESPERANCE FRESH FOOD,48087,ESPERANCE,WA,6450,649,IGA Medium,NITENDRA RAJ,,,,,,,,,,,
IGA M EXMOUTH,48110,EXMOUTH,WA,6707,153,IGA Medium,CLARKE,,,,,,,,,,,
IGA LOCAL GROCER MIAMI,48307,FALCON,WA,6210,1450,IGA Local Grocer,,,,,,,,,,,,
IGA M TARUNDA,50549,FITZROY CROSSING,WA,6765,392,IGA Medium,,,,,,,,,,,,
FORREST RD FRESH (FWKS),52266,FORREST,WA,6434,1265,Foodworks,,,,,,,,,,,,
FOODWORKS FORRESTFIELD,50721,FORRESTFIELD,WA,6058,879,Foodworks,,,,,,,,,,,,
IGA M FREMANTLE,83476,FREMANTLE,WA,6160,714,IGA Medium,,,,,,,,,,,,
IGA M GEOGRAPHE,48280,GEOGRAPHE,WA,6280,1006,IGA Medium,,,,,,,,,,,,
IGA L QUEENS,48091,GERALDTON,WA,6530,53,IGA Large,JOHN RIGTER,,,,,,,,,,,
IGA L RIGTERS,48109,GERALDTON,WA,6530,106,IGA Large,JOHN RIGTER,,,,,,,,,,,
IGA LOCAL GROCER GINGIN,48223,GINGIN,WA,6503,1148,IGA Local Grocer,-,,,,,,,,,,,
FARMER JACKS GIRRAWHEEN,52267,GIRRAWHEEN,WA,6064,748,Foodworks,,,,,,,,,,,,
SUPA VALU GIRRAWHEEN,48253,GIRRAWHEEN,WA,6064,195,IGA Large,PROGRESSIVE,,,,,,,,,,,
IGA M GLEN FORREST,51986,GLEN FORREST,WA,6071,1058,IGA Medium,,,,,,,,,,,,
IGA M GLENDALOUGH FRESH,48312,GLENDALOUGH,WA,6016,770,IGA Medium,RAJ GROUP,,,,,,,,,,,
IGA M GLENFIELD,15761,GLENFIELD,WA,6532,96,IGA Medium,MAURICE OWEN,,,,,,,,,,,
IGA M GLENGARRY,48288,GLENGARRY,WA,6023,1419,IGA Medium,,,,,,,,,,,,
IGA LOCAL GROCER GNOWANGERUP,48244,GNOWANGERUP,WA,6335,1415,IGA Local Grocer,RAJ GROUP,,,,,,,,,,,
VILLAGE GROCER GOOMALLING,51881,GOOMALLING,WA,6460,1573,Independents Other,,,,,,,,,,,,
IGA M CORFIELD FRESH,48116,GOSNELLS,WA,6110,403,IGA Medium,HEPTINSTALL,,,,,,,,,,,
GREENWOOD IGA,51897,GREENWOOD,WA,6024,1017,IGA Medium,-,,,,,,,,,,,
FARMER JACKS GWELUP,48117,GWELUP,WA,6018,128,Foodworks,FRED FAIRTHORNE,,,,,,,,,,,
IGA LOCAL GROCER HALLS CREEK,48302,HALLS CREEK,WA,6770,445,IGA Local Grocer,jay patel group,,,,,,,,,,,
IGA LOCAL GROCER OLD BRIDGE,48320,HALLS HEAD,WA,6210,998,IGA Local Grocer,,,,,,,,,,,,
VILLAGE GROCER SEASCAPES,72122,HALLS HEAD,WA,6210,1857,IGA Medium,,,,,,,,,,,,
IGA LOCAL GROCER HAMILTON HILL,48342,HAMILTON HILL,WA,6163,1928,IGA Local Grocer,RANJOT SINGH,,,,,,,,,,,
IGA M HAMILTON HILL,48082,HAMILTON HILL,WA,6163,514,IGA Medium,,,,,,,,,,,,
IGA M SCARVACI,48149,HAMILTON HILL,WA,6163,619,IGA Medium,,,,,,,,,,,,
IGA M THE PARK HIVE,53160,HAMMOND PARK,WA,6164,233,IGA Medium,SINGH GROUP (WA),,,,,,,,,,,
IGA L HANNANS,82484,HANNANS,WA,6430,1622,IGA Large,,,,,,,,,,,,
IGA M HARVEY + CBN,48261,HARVEY,WA,6220,483,IGA Medium,SGAMBELURI,,,,,,,,,,,
IGA M PARTONS,48263,HARVEY,WA,6220,433,IGA Medium,,,,,,,,,,,,
IGA M HEATHRIDGE,48143,HEATHRIDGE,WA,6027,987,IGA Medium,,,,,,,,,,,,
IGA M HELENA VALLEY,48133,HELENA VALLEY,WA,6056,569,IGA Medium,,,,,,,,,,,,
IGA LOCAL GROCER HIGH WYCOMBE,39766,HIGH WYCOMBE,WA,6057,1144,IGA Local Grocer,,,,,,,,,,,,
IGA M HOPETOUN,48303,HOPETOUN,WA,6348,687,IGA Medium,,,,,,,,,,,,
IGA M HUNTINGDALE,39750,HUNTINGDALE,WA,6110,811,IGA Medium,VINCENT PHAM,,,,,,,,,,,
